day,population,Adara-Adara_bookings,Google Ads Youtube-Google Ads Youtube_bookings,Google Ads-Demand Gen_bookings,Google Ads-Hotel_bookings,Google Ads-Performance Max_bookings,Google Ads-Search_bookings,Kargo Global Inc.-Kargo Global Inc._bookings,LinkedIn US-LinkedIn_bookings,Meta-Meta_bookings,Microsoft Ads-Microsoft Ads_bookings,Sojern-Sojern_bookings,The Trade Desk-Display_bookings,The Trade Desk-Native_bookings,The Trade Desk-Video_bookings,Trip Advisor-Trip Advisor_bookings,cendyn.com-cendyn.com_bookings,Adara-Adara_clicks,Google Ads Youtube-Google Ads Youtube_clicks,Google Ads-Demand Gen_clicks,Google Ads-Hotel_clicks,Google Ads-Performance Max_clicks,Google Ads-Search_clicks,Kargo Global Inc.-Kargo Global Inc._clicks,LinkedIn US-LinkedIn_clicks,Meta-Meta_clicks,Microsoft Ads-Microsoft Ads_clicks,Sojern-Sojern_clicks,The Trade Desk-Display_clicks,The Trade Desk-Native_clicks,The Trade Desk-Video_clicks,Trip Advisor-Trip Advisor_clicks,cendyn.com-cendyn.com_clicks,Adara-Adara_cost,Google Ads Youtube-Google Ads Youtube_cost,Google Ads-Demand Gen_cost,Google Ads-Hotel_cost,Google Ads-Performance Max_cost,Google Ads-Search_cost,Kargo Global Inc.-Kargo Global Inc._cost,LinkedIn US-LinkedIn_cost,Meta-Meta_cost,Microsoft Ads-Microsoft Ads_cost,Sojern-Sojern_cost,The Trade Desk-Display_cost,The Trade Desk-Native_cost,The Trade Desk-Video_cost,Trip Advisor-Trip Advisor_cost,cendyn.com-cendyn.com_cost,Adara-Adara_impressions,Google Ads Youtube-Google Ads Youtube_impressions,Google Ads-Demand Gen_impressions,Google Ads-Hotel_impressions,Google Ads-Performance Max_impressions,Google Ads-Search_impressions,Kargo Global Inc.-Kargo Global Inc._impressions,LinkedIn US-LinkedIn_impressions,Meta-Meta_impressions,Microsoft Ads-Microsoft Ads_impressions,Sojern-Sojern_impressions,The Trade Desk-Display_impressions,The Trade Desk-Native_impressions,The Trade Desk-Video_impressions,Trip Advisor-Trip Advisor_impressions,cendyn.com-cendyn.com_impressions,Adara-Adara_revenue,Google Ads Youtube-Google Ads Youtube_revenue,Google Ads-Demand Gen_revenue,Google Ads-Hotel_revenue,Google Ads-Performance Max_revenue,Google Ads-Search_revenue,Kargo Global Inc.-Kargo Global Inc._revenue,LinkedIn US-LinkedIn_revenue,Meta-Meta_revenue,Microsoft Ads-Microsoft Ads_revenue,Sojern-Sojern_revenue,The Trade Desk-Display_revenue,The Trade Desk-Native_revenue,The Trade Desk-Video_revenue,Trip Advisor-Trip Advisor_revenue,cendyn.com-cendyn.com_revenue
2024-01-01,3383500.0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,8273,0,0,103600,2814,0,4200,7395,945,0,0,949.935483870968,0.0,0.0,0.0,0.0,4014.22,1470.58823529412,0.0,25217.460002,1142.12,155.504132231405,25645.6141726528,51404.6313043678,19263.6109458895,403.225806451613,0.0,0,0,0,0,0,23295,0,0,10472253,33220,0,6676731,10466259,2021775,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,1224.0,1224.0,1224.0,0.0,0.0
2024-01-02,3383500.0,0,0,0,0,0,0,0,0,0,13,3,4,4,4,0,0,0,3044,0,0,585,7240,0,0,67301,3351,0,636,399,108,0,0,949.935483870968,2073.784313,0.0,0.0,700.816763,4138.17,1470.58823529412,0.0,21555.549998,1243.83,155.504132231405,2701.91470980178,3359.60384308866,2184.89566573004,403.225806451613,0.0,0,277821,0,0,4581,20196,0,0,8150022,50299,0,1379484,793299,208347,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11054.19,6231.19,3953.0,3953.0,3953.0,0.0,0.0
2024-01-03,3383500.0,2,1,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,3959,0,0,774,6857,0,0,14859,3927,0,1194,336,75,0,0,949.935483870968,2093.540011,0.0,0.0,741.594439,4202.51,1470.58823529412,0.0,19225.150001,1608.41,155.504132231405,2762.66710051044,3338.08231395161,2177.40479736579,403.225806451613,0.0,0,154268,0,0,5399,19482,0,0,7110250,52059,0,1174062,704214,186246,0,0,1875.75,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8156.75,2347.99,1194.0,1194.0,1194.0,0.0,0.0
2024-01-04,3383500.0,1,0,0,0,0,0,0,0,0,5,0,6,6,6,0,0,0,3535,0,0,725,7027,0,0,16022,3977,0,1269,606,57,0,0,949.935483870968,2833.594109,0.0,0.0,497.926804,4620.33,1470.58823529412,0.0,19547.270001,1415.95,155.504132231405,3279.46708910177,4129.81530204666,2170.40294501922,403.225806451613,0.0,0,208511,0,0,3945,19956,0,0,6913076,44297,0,1212558,920880,155682,0,0,2927.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5993.39,0.0,3754.99,3754.99,3754.99,0.0,0.0
2024-01-05,3383500.0,0,0,0,0,0,0,0,0,0,9,1,11,11,11,0,0,0,4174,0,0,321,7935,0,0,16450,3907,0,948,447,84,0,0,949.935483870968,2811.101769,0.0,0.0,501.015231,7231.56,1470.58823529412,0.0,19627.92,1551.12,1609.72635445363,2998.27707519438,4014.15526679237,2160.90394794144,514.332949308756,0.0,0,229755,0,0,2029,23680,0,0,7060959,44762,0,1131372,888252,153255,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6976.77,1720.0,6474.0,6474.0,6474.0,0.0,0.0
2024-01-06,3383500.0,1,0,0,0,0,0,0,0,0,6,0,2,2,2,0,0,0,4970,0,0,538,9153,0,0,17466,3370,0,714,396,39,0,0,949.935483870968,2716.839373,0.0,0.0,806.592624,8590.61,1470.58823529412,0.0,19375.800002,1474.14,1609.72635445363,2747.43695261949,3638.02743892396,2155.59613545515,514.332949308756,0.0,0,274553,0,0,3077,26221,0,0,7601360,41397,0,1014663,699345,157893,0,0,3020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9510.26,0.0,1589.0,1589.0,1589.0,0.0,0.0
2024-01-07,3383500.0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,5360,0,0,737,8705,0,0,16987,3688,0,552,390,45,0,0,949.935483870968,2721.937918,0.0,0.0,1085.68592,8455.58,1470.58823529412,0.0,20234.580001,1122.03,1609.72635445363,2448.06253110432,3276.31539025767,2121.15405445173,514.332949308756,0.0,0,362391,0,0,3139,25576,0,0,7841920,52129,0,945609,581946,158970,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2244.0,0.0,1443.76,1443.76,1443.76,0.0,0.0
2024-01-08,3383500.0,0,0,0,0,0,0,0,0,1,7,1,2,2,2,0,0,0,4571,0,0,407,7294,0,0,13375,3956,0,1314,786,147,0,0,949.935483870968,2998.791514,0.0,0.0,718.768796,8393.77,1470.58823529412,0.0,19743.790001,1337.84,1609.72635445363,7292.59630340136,6975.43553292589,3654.07156399541,514.332949308756,0.0,0,343556,0,0,1804,23583,0,0,7053164,59722,0,2410704,1786656,295443,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.01,8485.53,7278.81,712.0,712.0,712.0,0.0,0.0
2024-01-09,3383500.0,0,0,0,0,0,0,0,0,0,4,3,1,1,1,0,0,0,3941,0,0,530,7709,0,0,13655,3722,0,1743,699,111,0,0,949.935483870968,2733.174268,0.0,0.0,995.871486,7826.88,1470.58823529412,0.0,19343.800001,1417.36,1609.72635445363,7551.60473550658,6439.15928045292,3636.95964172347,514.332949308756,0.0,0,300169,0,0,2132,23925,0,0,6698913,64021,0,2451726,1597971,290538,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3277.5,10358.27,3600.0,3600.0,3600.0,0.0,0.0
2024-01-10,3383500.0,0,0,0,0,0,0,0,0,1,6,0,1,1,1,0,0,0,3678,0,0,581,7551,0,0,11701,3859,0,2097,939,126,0,0,949.935483870968,2606.414879,0.0,0.0,1215.644844,8584.82,1470.58823529412,0.0,18947.490001,1460.76,1609.72635445363,7958.19822424683,7330.50103375562,3667.59397630106,1124.08904686973,0.0,0,257151,0,0,2555,24409,0,0,6497464,54554,0,2134527,1681995,303504,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.52,8745.49,0.0,408.0,408.0,408.0,0.0,0.0
2024-01-11,3383500.0,0,0,0,0,0,0,1,0,0,2,0,2,2,2,0,0,0,3267,0,0,682,7364,0,0,11681,3938,0,1887,798,108,0,0,949.935483870968,2607.588391,0.0,0.0,1581.427497,7819.0,1470.58823529412,0.0,18975.25,1732.47,2077.1549258822,8115.28804482691,6903.42552775082,3650.95161762207,1124.08904686973,0.0,0,245881,0,0,3086,23424,0,0,6412065,55953,0,2370597,1522749,300456,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0.0,0.0,1798.02,0.0,1163.99,1163.99,1163.99,0.0,0.0
2024-01-12,3383500.0,2,0,0,0,0,0,0,0,0,8,0,3,3,3,0,0,0,3127,0,0,812,7870,0,0,11494,3936,0,1725,996,102,0,0,949.935483870968,2609.058373,0.0,0.0,1243.14647,7852.82,1470.58823529412,0.0,18971.369999,1761.2,2077.1549258822,8427.88931565275,7888.77495492713,3641.02208821487,1124.08904686973,0.0,0,254928,0,0,106714,25176,0,0,6445324,54058,0,2492625,1804770,300240,0,0,4637.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5390.19,0.0,4221.73,4221.73,4221.73,0.0,0.0
2024-01-13,3383500.0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,4302,0,0,1157,7098,0,0,13349,4155,0,1602,765,93,0,0,949.935483870968,2599.666658,0.0,0.0,995.410482,6783.99,1470.58823529412,0.0,19150.82,1427.67,2077.1549258822,7886.38878961504,7300.19808017544,3658.42135375651,1124.08904686973,0.0,0,319537,0,0,22720,22788,0,0,6910560,44157,0,2217339,1569504,285429,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.2,0.0,1784.0,1784.0,1784.0,0.0,0.0
2024-01-14,3383500.0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4546,0,0,608,7014,0,0,13539,4005,0,1236,729,102,0,0,949.935483870968,2602.971399,0.0,0.0,1032.837262,7120.32,1470.58823529412,0.0,20387.36,1432.26,2077.1549258822,7346.41903832647,6323.93415586492,3647.34646024362,1124.08904686973,0.0,0,335514,0,0,4758,21605,0,0,7337365,46101,0,2107359,1291827,296181,0,0,324.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.25,245.0,0.0,0.0,0.0,0.0,0.0
2024-01-15,3383500.0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,5702,0,0,712,6856,0,0,12647,4098,0,1227,642,132,0,0,949.935483870968,2593.289562,0.0,0.0,1348.946532,8539.39,1470.58823529412,0.0,19790.670001,1428.67,2077.1549258822,7309.09427647534,6244.61165833663,3639.82344181546,1124.08904686973,0.0,0,298592,0,0,9128,23285,0,0,7057252,46730,0,2186682,1393296,300954,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,0.0,108.0,108.0,108.0,0.0,0.0
2024-01-16,3383500.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4829,0,0,747,6408,0,0,12990,4308,0,1137,654,105,0,0,949.935483870968,2609.0697,0.0,0.0,1314.898099,8819.07,1470.58823529412,0.0,19265.07,1811.19,2077.1549258822,7258.80746841644,6185.93657424539,3622.32853780768,1124.08904686973,0.0,0,309644,0,0,4714,22669,0,0,6686915,58950,0,2314707,1557663,312957,0,0,1318.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3580.0,1782.48,1782.48,1782.48,0.0,0.0
2024-01-17,3383500.0,2,0,0,0,0,0,1,0,0,5,8,5,5,5,0,0,0,4228,0,0,580,6448,0,0,12732,4444,0,1356,615,135,0,0,949.935483870968,2610.231706,0.0,0.0,1104.211184,8766.75,1470.58823529412,0.0,18900.94,1758.04,2077.1549258822,7368.75845728296,6117.53006091392,3617.55197952608,1124.08904686973,0.0,0,339143,0,0,2284,23083,0,0,6270005,59160,0,2333085,1480128,307119,0,0,744.75,0.0,0.0,0.0,0.0,0.0,608.0,0.0,0.0,4461.28,6078.69,4741.01,4741.01,4741.01,0.0,0.0
2024-01-18,3383500.0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3386,0,0,627,7020,0,0,15774,4723,0,2196,948,126,0,0,949.935483870968,2418.706582,0.0,0.0,1233.469036,8917.99,1470.58823529412,0.0,13809.900002,1947.44,2077.1549258822,9065.07218675491,6793.77183941982,3597.23663181556,1124.08904686973,0.0,0,196823,0,0,3141,23073,0,0,2989647,63729,0,2543226,1579920,309576,0,0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2288.48,9395.76,0.0,0.0,0.0,0.0,0.0
2024-01-19,3383500.0,2,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,2200,0,0,588,6862,0,0,12178,4871,0,1581,813,102,0,0,949.935483870968,2271.114967,0.0,0.0,982.549392,8369.96,1470.58823529412,0.0,7593.49,2073.64,2077.1549258822,8991.71169842429,6725.26510542055,3530.48781094813,1124.08904686973,0.0,0,130392,0,0,2775,22007,0,0,938753,65276,0,2553723,1588308,295212,0,0,2051.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.99,2257.49,840.69,840.69,840.69,0.0,0.0
2024-01-20,3383500.0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,2532,0,0,435,6608,0,0,12657,5054,0,1587,987,96,0,0,949.935483870968,2270.361789,0.0,0.0,583.593863,7159.46,1470.58823529412,0.0,7452.019999,1946.53,2077.1549258822,8832.44717660053,6621.34692966477,3519.21521450382,1124.08904686973,0.0,0,108267,0,0,3064,22027,0,0,1042774,60958,0,2385972,1428885,279402,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,4092.03,4492.01,0.0,0.0,0.0,0.0,0.0
2024-01-21,3383500.0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2137,0,0,697,7111,0,0,11917,4852,0,1137,807,105,0,0,949.935483870968,2082.356154,0.0,0.0,1460.851322,7515.94,1470.58823529412,0.0,7565.009998,1980.7,2077.1549258822,8723.17213898042,6330.7720226263,3504.12184565778,1124.08904686973,0.0,0,113770,0,0,5310,21760,0,0,1111071,56549,0,2356929,1343145,295689,0,0,6012.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4371.38,1513.68,0.0,0.0,0.0,0.0,0.0
2024-01-22,3383500.0,1,0,0,0,0,0,0,0,1,4,3,4,4,4,0,0,0,2426,0,0,621,6529,0,0,10154,4893,0,1251,612,75,0,0,949.935483870968,2241.529192,0.0,0.0,1284.084969,8908.17,1470.58823529412,0.0,7288.250001,1960.87,2077.1549258822,8664.35528343848,6206.77687086155,3478.23128882021,1124.08904686973,0.0,0,111812,0,0,3370,21029,0,0,1011570,58592,0,2361642,1424343,289074,0,0,728.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.76,7465.51,3439.7,3652.0,3652.0,3652.0,0.0,0.0
2024-01-23,3383500.0,2,0,0,0,0,0,0,0,1,6,6,4,4,4,1,0,0,1609,0,0,746,6582,0,0,9996,4683,0,2358,2196,84,0,0,949.935483870968,1369.001393,0.0,0.0,1235.087672,7820.74,1470.58823529412,0.0,7188.84,1738.41,2077.1549258822,16397.4563151705,9743.08234225755,2931.12984825623,1124.08904686973,0.0,0,101113,0,0,3979,20919,0,0,942323,58459,0,3903042,2224257,242379,0,0,1443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737.0,19828.3,10385.01,7430.03,7430.03,7430.03,1157.75,0.0
2024-01-24,3383500.0,2,1,0,0,0,0,0,0,0,1,5,3,3,3,0,0,0,1225,0,0,607,8217,0,0,10444,2260,0,2121,1824,9,0,0,949.935483870968,1251.823729,0.0,0.0,859.02002,8152.12,1470.58823529412,0.0,6957.63,885.64,2077.1549258822,16291.20635417,9513.69970676626,1005.24569646248,1124.08904686973,0.0,0,90559,0,0,3077,23703,0,0,948450,24742,0,3720747,2145630,73317,0,0,2446.5,1104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.8,5894.31,2770.5,2770.5,2770.5,0.0,0.0
2024-01-25,3383500.0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,1263,0,0,615,7894,0,0,9666,624,0,1992,1344,9,0,0,949.935483870968,1274.138228,0.0,0.0,1002.22993,8876.2,1470.58823529412,0.0,6855.989999,492.74,2077.1549258822,16242.0338097233,9443.72323002861,980.761421385917,1124.08904686973,0.0,0,88065,0,0,2647,23581,0,0,917270,5499,0,3744234,2095581,71676,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280.0,3801.99,1552.0,1552.0,1552.0,0.0,0.0
2024-01-26,3383500.0,3,0,0,0,0,0,0,0,1,3,4,0,0,0,2,0,0,1289,0,0,718,7684,0,0,10156,562,0,2388,462,24,0,0,949.935483870968,1273.919682,0.0,0.0,1266.038084,9255.79,1470.58823529412,0.0,7679.010001,553.48,52077.1549258822,14601.9336206423,4481.7233686426,956.360955024398,1124.08904686973,0.0,0,84069,0,0,3030,22318,0,0,984957,5465,0,3563202,988596,71082,0,0,2486.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.59,2327.0,6621.76,0.0,0.0,0.0,2350.53,0.0
2024-01-27,3383500.0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,0,1605,0,0,399,6764,0,0,12418,776,0,1179,372,21,0,0,949.935483870968,1286.015442,0.0,0.0,575.073896,7654.04,1470.58823529412,0.0,9144.569999,456.42,2077.1549258822,5741.18201468267,3440.42880464668,927.487963237236,1124.08904686973,0.0,0,78925,0,0,2581,20416,0,0,1228052,6092,0,1780152,687702,70626,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2407.98,2901.3,1549.8,1549.8,1549.8,0.0,0.0
2024-01-28,3383500.0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1384,0,0,581,6890,0,0,13860,843,0,942,360,15,0,0,949.935483870968,1286.537029,0.0,0.0,1594.089868,8727.9,1470.58823529412,0.0,9916.360004,848.56,2077.1549258822,5498.21750696879,3290.6140129776,756.055897232581,1124.08904686973,0.0,0,94599,0,0,4163,21216,0,0,1298009,9205,0,1685229,670962,50178,0,0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0,705.7,0.0,0.0,0.0,0.0,0.0
2024-01-29,3383500.0,6,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,0,641,0,0,469,6196,0,0,10972,909,0,1167,414,12,0,0,949.935483870968,1323.459367,0.0,0.0,1200.02906,10781.4,1470.58823529412,0.0,9482.890001,1387.92,2077.1549258822,5963.45948646336,3433.32385454674,694.042677318725,1124.08904686973,0.0,0,106946,0,0,2175,19902,0,0,1189637,11630,0,1768713,761724,42840,0,0,7168.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.52,1085.52,4303.99,1115.07,1115.07,1115.07,0.0,0.0
2024-01-30,3383500.0,2,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,0,727,0,0,431,5450,0,0,9816,803,0,1278,408,6,0,0,949.935483870968,1331.589022,0.0,0.0,1053.071774,9620.17,1470.58823529412,0.0,9469.35,1043.98,2077.1549258822,6084.25655526887,3261.26982116089,633.887952171712,1124.08904686973,0.0,0,115483,0,0,1468,18467,0,0,1135511,10059,0,1725000,753459,40032,0,0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.07,3593.14,3593.14,3593.14,0.0,0.0
2024-01-31,3383500.0,1,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,622,0,0,327,4893,0,0,10348,828,0,2520,618,3,0,0,949.935483870968,1041.622624,0.0,0.0,758.4,6880.49,1470.58823529412,0.0,9413.060002,1025.38,2077.1549258822,6890.1732240523,3816.85673625772,490.339053129575,1124.08904686973,0.0,0,82195,0,0,1029,16777,0,0,1135367,10396,0,1748385,830316,33627,0,0,321.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.99,2016.5,1065.0,1065.0,1065.0,0.0,0.0
2024-02-01,3374300.0,2,0,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,691,0,0,728,5211,0,0,11446,833,0,1446,591,30,0,0,827.586206896552,1020.544191,0.0,0.0,1324.01001,7739.87,344.827586206897,0.0,9546.010001,1755.64,672.74551154175,8429.99823937411,5237.33002790625,1131.0275907283,1124.08904686973,0.0,0,101947,0,0,2247,17202,0,0,1168086,10613,0,2262336,1130628,83055,0,0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,3985.0,680.0,1287.99,1287.99,1287.99,882.0,0.0
2024-02-02,3374300.0,2,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,1247,0,0,525,5175,0,0,12291,678,0,972,447,21,0,0,827.586206896552,1025.928612,0.0,0.0,784.66,6876.08,344.827586206897,0.0,9372.430001,1362.63,672.74551154175,6698.70640801921,4383.16838473272,1024.23568355684,1124.08904686973,0.0,0,179084,0,0,1767,17863,0,0,1115171,8000,0,1823316,937227,78600,0,0,1353.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5743.79,2750.0,3319.98,3319.98,3319.98,0.0,0.0
2024-02-03,3374300.0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,1647,0,0,650,5028,0,0,10679,741,0,1011,570,24,0,0,827.586206896552,1024.123031,0.0,0.0,1278.17,5437.39,344.827586206897,0.0,7351.06,863.85,672.74551154175,6707.98020740201,4461.88488864218,1070.40465228225,1124.08904686973,0.0,0,212992,0,0,2468,17515,0,0,962774,8310,0,1826955,924030,81228,0,0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,994.01,1530.0,455.0,455.0,455.0,0.0,0.0
2024-02-04,3374300.0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,0,0,2121,0,0,645,5632,0,0,12016,730,0,819,501,45,0,0,827.586206896552,1017.368581,0.0,0.0,1432.38001,6623.14,344.827586206897,0.0,8373.25,922.39,672.74551154175,6553.99542047944,4327.54013196084,1035.99504511799,1124.08904686973,0.0,0,176675,0,0,2362,19040,0,0,1121674,7604,0,1895523,938187,78624,0,0,2060.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7659.18,0.0,258.0,258.0,258.0,1008.0,0.0
2024-02-05,3374300.0,6,0,0,0,0,0,0,0,0,8,1,6,6,6,1,0,0,908,0,0,613,5710,0,0,11388,760,0,1011,501,30,0,0,827.586206896552,990.829783,0.0,0.0,1280.7223,8278.83,344.827586206897,0.0,8108.270002,1403.57,672.74551154175,6462.49824503887,4335.92855906514,1021.51562914771,1124.08904686973,0.0,0,117893,0,0,5658,21518,0,0,1001210,8173,0,1951647,1000185,82524,0,0,8357.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9927.03,720.0,3902.26,3902.26,3902.26,1128.0,0.0
2024-02-06,3374300.0,3,0,0,0,0,0,0,0,1,3,3,1,1,1,0,0,0,674,0,0,764,5699,0,0,10802,882,0,840,564,33,0,0,827.586206896552,1011.166014,0.0,0.0,1271.91,7634.01,344.827586206897,0.0,8476.5,1970.04,672.74551154175,6276.86368108316,4543.9357712302,1020.42192570077,1124.08904686973,0.0,0,92110,0,0,2699,21082,0,0,939537,9043,0,1893771,996654,82230,0,0,2750.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.01,2127.99,6230.51,1132.5,1132.5,1132.5,0.0,0.0
2024-02-07,3374300.0,2,0,0,0,0,0,0,0,2,2,3,1,1,1,0,0,0,615,0,0,1052,5973,0,0,8842,766,0,1200,483,15,0,0,827.586206896552,1025.100337,0.0,0.0,1505.66001,7158.33,344.827586206897,0.0,6023.14,1925.23,672.74551154175,7207.45990529212,4739.53777543877,1213.62115388136,1124.08904686973,0.0,0,109017,0,0,3250,22742,0,0,566143,8089,0,2085024,1055541,98172,0,0,2271.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.96,2351.0,3742.7,680.0,680.0,680.0,0.0,0.0
2024-02-08,3374300.0,2,0,0,0,0,0,0,0,0,9,1,3,3,3,1,0,0,531,0,0,728,5771,0,0,7956,814,0,1215,555,39,0,0,827.586206896552,1024.479497,0.0,0.0,677.45005,6859.52,344.827586206897,0.0,5289.860001,2042.74,672.74551154175,7211.20392979805,4659.11394736704,1220.92988854334,1124.08904686973,0.0,0,97524,0,0,2286,22059,0,0,454665,7814,0,1926111,1006929,93153,0,0,1584.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10370.99,472.0,3827.04,3827.04,3827.04,4820.01,0.0
2024-02-09,3374300.0,2,0,0,0,0,0,0,0,0,2,2,4,4,4,0,0,0,516,0,0,902,6035,0,0,8020,790,0,1122,474,27,0,0,827.586206896552,1023.850002,0.0,0.0,1691.29993,6387.11,344.827586206897,0.0,5652.849999,2039.49,672.74551154175,7018.39150438375,4525.44030872038,1214.71800004291,1124.08904686973,0.0,0,79909,0,0,3814,22129,0,0,512152,7978,0,1858473,899691,93693,0,0,1976.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3923.0,864.0,3908.02,3908.02,3908.02,0.0,0.0
2024-02-10,3374300.0,1,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,864,0,0,1104,5581,0,0,7865,715,0,1104,474,27,0,0,827.586206896552,1022.143403,0.0,0.0,1949.689544,5380.69,344.827586206897,0.0,5421.299999,1982.82,672.74551154175,7019.41179214743,4298.3162114038,1402.84999459709,1124.08904686973,0.0,0,82072,0,0,5140,22057,0,0,490709,9424,0,1716072,778191,103254,0,0,650.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.52,2160.0,657.51,657.51,657.51,2184.0,0.0
2024-02-11,3374300.0,2,0,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,1057,0,0,1044,6065,0,0,7217,909,0,855,441,36,0,0,827.586206896552,1016.979281,0.0,0.0,1932.77,5906.2,344.827586206897,0.0,5037.399999,2049.95,672.74551154175,5993.02499673906,3947.55633451102,1204.10497545269,1124.08904686973,0.0,0,73029,0,0,5070,34412,0,0,500697,10448,0,1562397,721941,93114,0,0,1436.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.49,360.0,1120.65,2034.92,2034.92,2034.92,877.25,0.0
2024-02-12,3374300.0,3,0,0,0,0,0,0,0,0,3,4,1,1,1,1,0,0,606,0,0,550,6085,0,0,6593,854,0,723,468,27,0,0,827.586206896552,1002.877445,0.0,0.0,1361.21,7482.01,344.827586206897,0.0,4504.600003,1902.98,672.74551154175,4710.8841140209,3806.1629059646,1207.76309773044,1124.08904686973,0.0,0,57840,0,0,2471,20695,0,0,462446,10593,0,1335828,714600,91677,0,0,993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380.68,2632.49,3579.99,3579.99,3579.99,289.8,0.0
