day,population,Adara-Adara_bookings,Google Ads Youtube-Google Ads Youtube_bookings,Google Ads-Demand Gen_bookings,Google Ads-Hotel_bookings,Google Ads-Performance Max_bookings,Google Ads-Search_bookings,Kargo Global Inc.-Kargo Global Inc._bookings,LinkedIn US-LinkedIn_bookings,Meta-Meta_bookings,Microsoft Ads-Microsoft Ads_bookings,Sojern-Sojern_bookings,The Trade Desk-Display_bookings,The Trade Desk-Native_bookings,The Trade Desk-Video_bookings,Trip Advisor-Trip Advisor_bookings,cendyn.com-cendyn.com_bookings,Adara-Adara_clicks,Google Ads Youtube-Google Ads Youtube_clicks,Google Ads-Demand Gen_clicks,Google Ads-Hotel_clicks,Google Ads-Performance Max_clicks,Google Ads-Search_clicks,Kargo Global Inc.-Kargo Global Inc._clicks,LinkedIn US-LinkedIn_clicks,Meta-Meta_clicks,Microsoft Ads-Microsoft Ads_clicks,Sojern-Sojern_clicks,The Trade Desk-Display_clicks,The Trade Desk-Native_clicks,The Trade Desk-Video_clicks,Trip Advisor-Trip Advisor_clicks,cendyn.com-cendyn.com_clicks,Adara-Adara_cost,Google Ads Youtube-Google Ads Youtube_cost,Google Ads-Demand Gen_cost,Google Ads-Hotel_cost,Google Ads-Performance Max_cost,Google Ads-Search_cost,Kargo Global Inc.-Kargo Global Inc._cost,LinkedIn US-LinkedIn_cost,Meta-Meta_cost,Microsoft Ads-Microsoft Ads_cost,Sojern-Sojern_cost,The Trade Desk-Display_cost,The Trade Desk-Native_cost,The Trade Desk-Video_cost,Trip Advisor-Trip Advisor_cost,cendyn.com-cendyn.com_cost,Adara-Adara_impressions,Google Ads Youtube-Google Ads Youtube_impressions,Google Ads-Demand Gen_impressions,Google Ads-Hotel_impressions,Google Ads-Performance Max_impressions,Google Ads-Search_impressions,Kargo Global Inc.-Kargo Global Inc._impressions,LinkedIn US-LinkedIn_impressions,Meta-Meta_impressions,Microsoft Ads-Microsoft Ads_impressions,Sojern-Sojern_impressions,The Trade Desk-Display_impressions,The Trade Desk-Native_impressions,The Trade Desk-Video_impressions,Trip Advisor-Trip Advisor_impressions,cendyn.com-cendyn.com_impressions,Adara-Adara_revenue,Google Ads Youtube-Google Ads Youtube_revenue,Google Ads-Demand Gen_revenue,Google Ads-Hotel_revenue,Google Ads-Performance Max_revenue,Google Ads-Search_revenue,Kargo Global Inc.-Kargo Global Inc._revenue,LinkedIn US-LinkedIn_revenue,Meta-Meta_revenue,Microsoft Ads-Microsoft Ads_revenue,Sojern-Sojern_revenue,The Trade Desk-Display_revenue,The Trade Desk-Native_revenue,The Trade Desk-Video_revenue,Trip Advisor-Trip Advisor_revenue,cendyn.com-cendyn.com_revenue
2024-12-31,3405700.0,3,0,0,0,0,0,0,0,0,2,7,7,7,7,0,0,0,0,0,0,1670,4791,0,28,17221,730,0,2763,414,102,0,246,806.451612903226,0.0,0.0,0.0,1820.447592,9395.657906,0.0,109.6,9404.1,1839.03,848.387096774194,13242.2327308379,3327.43820151428,10178.8280761573,0.0,277.9693138,0,0,0,0,29209,28369,0,11410,1032842,21433,0,6866433,899112,655473,0,36130,2135.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1885.47,5147.66,5502.52,5502.52,5502.52,0.0,0.0
2025-01-01,3344600.0,2,0,0,0,0,0,0,0,2,0,3,3,3,3,0,0,0,0,0,0,1796,4377,0,28,18340,735,0,2991,183,0,0,267,0.0,0.0,0.0,0.0,2709.447435,9725.956726,0.0,57.4,8202.1,2156.86,662.290322580645,15434.0971318196,1310.48081276034,11164.7537814348,0.0,285.5187266,0,0,0,0,56575,18386,0,9526,1121867,20572,0,10740324,479280,396627,0,37704,2111.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.06,0.0,2625.88,920.0,920.0,920.0,0.0,0.0
2025-01-02,3344600.0,9,0,0,0,0,0,0,0,1,0,4,1,1,1,0,1,0,121,0,0,1375,3870,0,21,9231,1092,0,2277,882,108,0,293,0.0,385.4084,0.0,0.0,1378.69427,11784.622497,0.0,57.64,4089.649998,2053.73,662.290322580645,15491.6891109274,6767.57425678627,12168.6038860758,0.0,320.84903836,0,16087,0,0,48598,18850,0,7564,562553,25667,0,12088833,3181758,598248,0,43418,5837.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.97,0.0,2359.44,820.88,820.88,820.88,0.0,1472.0
2025-01-03,3344600.0,2,0,0,0,0,0,0,0,0,4,1,3,3,3,0,0,0,179,0,0,998,3247,0,18,11976,531,0,2196,843,471,0,249,0.0,203.3924,0.0,0.0,1274.316371,11871.996924,0.0,53.96,5213.300001,1143.92,662.290322580645,15576.5261991043,5872.65200520537,17084.8862119108,0.0,276.8153824,0,16925,0,0,24649,19539,0,6728,591159,7375,0,10742775,2332788,1172838,0,41247,2596.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3163.32,500.0,4318.65,4318.65,4318.65,0.0,0.0
2025-01-04,3344600.0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,0,0,0,176,0,0,883,3207,0,14,13313,642,0,2571,249,384,0,257,0.0,213.227268,0.0,0.0,1009.290921,11037.736214,0.0,37.51,5553.580001,1026.0,662.290322580645,15726.7092135218,1326.19775110975,17075.6888290021,0.0,329.0801975,0,15538,0,0,15186,17980,0,5939,626368,9612,0,7746615,400539,1052208,0,35638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.72,5003.83,521.54,310.66,310.66,310.66,0.0,0.0
2025-01-05,3344600.0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,238,0,0,727,3101,0,18,12338,557,0,2721,231,438,0,273,0.0,172.800627,0.0,0.0,801.155703,10833.540998,0.0,33.78,4780.090002,793.72,662.290322580645,15699.4268566516,1310.95707129698,17023.805221089,0.0,333.5510941,0,18377,0,0,16310,18319,0,5565,575346,7279,0,8276004,417957,1195650,0,38539,570.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2969.4,4611.72,0.0,0.0,0.0,0.0,0.0
2025-01-06,3344600.0,2,0,0,0,0,0,0,0,0,7,4,6,6,6,0,0,0,180,0,0,917,2917,0,26,12033,635,0,2559,210,444,0,337,0.0,244.983695,0.0,0.0,1140.767785,11992.084066,0.0,54.55,5419.310001,1295.05,662.290322580645,15531.6733027978,1322.06711917422,17013.4260768126,0.0,435.50982693,0,18296,0,0,18204,18233,0,7777,604301,7077,0,8804946,396507,1215129,0,49582,1151.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7574.3,4839.99,3657.93,3657.93,3657.93,0.0,0.0
2025-01-07,3344600.0,3,0,0,0,0,0,0,0,0,4,8,8,8,8,0,0,0,135,0,0,933,2876,0,28,11335,647,0,2376,264,402,0,374,0.0,179.011189,0.0,0.0,1093.977941,12608.54188,0.0,60.56,5176.31,1279.08,662.290322580645,15385.5674397023,1329.70196036746,16894.1553206398,0.0,457.27334971,0,6638,0,0,18137,16999,0,7086,571254,8340,0,7178964,326172,1066917,0,51171,1797.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026.54,6864.52,7053.92,7053.92,7053.92,0.0,0.0
2025-01-08,3344600.0,3,0,0,0,0,0,0,0,0,1,9,1,1,1,0,1,0,154,0,0,745,2913,0,18,11397,416,0,4014,204,480,0,305,0.0,216.636107,0.0,0.0,878.579241,11339.569705,0.0,56.04,5385.470003,1299.04,662.290322580645,15445.4797704115,1218.91439263551,16913.9384492488,0.0,463.4938508,0,11763,0,0,14916,18014,0,6595,554423,9393,0,6703863,285231,1088514,0,45521,2877.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.23,7302.84,838.45,838.45,838.45,0.0,1544.8
2025-01-09,3344600.0,1,0,0,0,0,0,0,0,1,1,8,10,10,10,0,0,0,79,0,0,756,2967,0,17,11472,344,0,4323,162,342,0,358,0.0,194.800319,0.0,0.0,1007.975087,11946.162241,0.0,56.91,5058.349998,1304.54,662.290322580645,14881.1612512689,1316.50941250793,16905.0260096751,0.0,426.83403,0,7644,0,0,17632,17653,0,7738,541802,8042,0,6523881,398745,1103451,0,59121,503.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.4,612.24,9009.36,8390.26,8390.26,8390.26,0.0,0.0
2025-01-10,3344600.0,2,0,0,0,0,0,0,0,1,3,11,3,3,3,0,1,0,70,0,0,720,2775,0,25,10039,301,0,1941,144,360,0,334,0.0,115.855647,0.0,0.0,973.042755,11438.342652,0.0,54.03,5161.109999,1294.31,662.290322580645,15633.6700177097,1308.87139231112,16844.8361618308,0.0,409.4288824,0,5561,0,0,15413,17413,0,5782,555303,6667,0,9095478,391797,1144173,0,46472,1529.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.4,1925.2,6453.0,2348.15,2348.15,2348.15,0.0,893.43
2025-01-11,3344600.0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,0,0,180,0,0,780,2785,0,16,10711,322,0,1677,141,378,0,297,0.0,259.713061,0.0,0.0,1102.084414,11445.554596,0.0,37.18,5296.699999,1073.29,662.290322580645,15571.9169605762,1291.36162688172,16799.9608536483,0.0,369.1266245,0,25353,0,0,20497,15946,0,5359,530294,5602,0,7961670,328833,1135848,0,38128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.7,2623.69,2453.54,2453.54,2453.54,0.0,0.0
2025-01-12,3344600.0,0,0,0,0,0,0,0,0,1,3,6,1,1,1,0,0,0,136,0,0,772,2738,0,15,10493,413,0,1818,180,390,0,287,0.0,239.444121,0.0,0.0,1049.973865,10365.863301,0.0,33.28,4838.360001,878.41,662.290322580645,15191.8651583841,1326.60160787061,16743.7674185754,0.0,338.5374952,0,14410,0,0,16581,16337,0,4878,502184,5719,0,7824441,374889,1229409,0,39065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.16,2373.04,4639.88,883.24,883.24,883.24,0.0,0.0
2025-01-13,3344600.0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,0,0,0,227,0,0,824,2541,0,15,9795,366,0,1500,117,420,0,237,0.0,239.452436,0.0,0.0,1024.255797,11781.479671,0.0,55.68,5357.43,1277.34,662.290322580645,15237.084762149,1319.01996084379,16710.3197724455,0.0,273.09208735,0,11111,0,0,18676,16123,0,6437,537894,4670,0,8467308,444894,1260549,0,42995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605.11,2189.09,3833.06,3833.06,3833.06,0.0,0.0
2025-01-14,3344600.0,2,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,0,205,0,0,825,2569,0,13,9443,490,0,1278,123,315,0,241,0.0,211.610035,0.0,0.0,978.439393,11616.123812,0.0,56.5,4892.609999,1296.65,662.290322580645,15239.4150771981,1295.68227193086,16630.919418634,0.0,289.4839367,0,11193,0,0,15092,16021,0,7762,495633,7186,0,8811132,434583,1242933,0,41594,725.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.22,2127.77,2127.77,2127.77,0.0,0.0
2025-01-15,3344600.0,2,0,0,0,0,0,0,0,1,2,9,3,3,3,0,0,0,212,0,0,666,2786,0,17,9389,361,0,2010,153,495,0,212,0.0,192.905904,0.0,0.0,768.727924,10675.98756,0.0,55.9399999999999,5201.319998,1281.72,662.290322580645,15077.7414664325,1263.87361008403,16563.634661807,0.0,269.8100565,0,14250,0,0,15592,17240,0,7377,510776,4960,0,7605228,326595,1156299,0,41305,1890.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,895.69,1811.23,11818.82,4068.9,4068.9,4068.9,0.0,0.0
2025-01-16,3344600.0,1,0,0,0,0,0,0,0,1,2,5,1,1,1,0,0,0,303,0,0,980,2952,0,21,9014,230,0,1977,147,501,0,214,0.0,203.462114,0.0,0.0,1255.553477,12966.342923,0.0,56.5,4894.13,1310.47,662.290322580645,15122.6722980317,1092.82013757748,16581.139523697,0.0,285.93429455,0,16806,0,0,28576,16944,0,8137,479164,3442,0,9003048,259788,1184115,0,40228,501.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.6,1569.18,4645.55,462.59,462.59,462.59,0.0,0.0
2025-01-17,3344600.0,2,0,0,0,0,0,0,0,2,3,9,8,8,8,0,1,0,268,0,0,1283,3015,0,27,8841,351,0,1728,75,447,0,183,0.0,201.078509,0.0,0.0,1474.588268,12381.497554,0.0,53.47,5046.739999,1289.72,662.290322580645,15043.8636702465,755.609453779247,16435.7674030513,0.0,233.23004242,0,13456,0,0,49469,18371,0,6486,457703,2645,0,8565636,142269,1081518,0,36990,1151.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.07,1911.02,4271.31,3630.56,3630.56,3630.56,0.0,342.41
2025-01-18,3344600.0,2,0,0,0,0,0,0,0,6,2,8,0,0,0,0,0,0,292,0,0,1239,2971,0,14,9585,306,0,2163,132,339,0,215,0.0,183.460986,0.0,0.0,1318.55225,12637.797539,0.0,36.11,5310.619999,1216.39,662.290322580645,15193.7596835292,1365.82961035642,16462.5970147691,0.0,290.44504934,0,14044,0,0,41170,20744,0,4700,507307,3187,0,7578198,276615,1072383,0,33897,1468.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3568.67,1761.93,6366.51,0.0,0.0,0.0,0.0,0.0
2025-01-19,3344600.0,1,0,0,0,0,0,0,0,1,0,3,4,4,4,0,0,0,223,0,0,1132,3151,0,8,9017,282,0,2076,201,516,0,219,0.0,142.454683,0.0,0.0,1023.894493,11180.4078,0.0,31.63,4346.710002,853.72,662.290322580645,15255.9826812254,1408.3777703457,16390.9582952312,0.0,294.699353,0,13043,0,0,40310,20064,0,4395,498037,2496,0,7172328,466362,1178934,0,34339,1143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.5,0.0,1889.2,5122.21,5122.21,5122.21,0.0,0.0
2025-01-20,3344600.0,0,0,0,0,0,0,0,0,2,1,7,5,5,5,0,0,0,177,0,0,957,2900,0,19,5518,301,0,1581,234,303,0,196,0.0,182.292577,0.0,0.0,885.970697,10896.617798,0.0,52.3,2819.34,1299.46,662.290322580645,15226.9392432865,1403.01926219106,16326.7156435405,0.0,280.16934117,0,13283,0,0,38045,19210,0,6971,281433,4483,0,6913089,429336,1156356,0,37740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.78,2003.5,5080.75,4180.55,4180.55,4180.55,0.0,0.0
2025-01-21,3344600.0,0,0,0,0,0,0,0,0,2,5,12,4,4,4,0,0,0,180,0,0,1408,2892,0,24,6087,345,0,1281,234,228,0,239,0.0,231.423056,0.0,0.0,1725.916824,11830.265207,0.0,58.53,2992.009999,1298.55,662.290322580645,14995.2521542637,1382.90650206844,16301.1065039582,0.0,335.7724299,0,19947,0,0,41045,18418,0,7261,301292,3542,0,8576265,441054,1114995,0,40205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511.34,4693.06,8903.13,3072.2,3072.2,3072.2,0.0,0.0
2025-01-22,3344600.0,1,0,0,0,0,0,0,0,0,6,10,8,8,8,0,0,0,191,0,0,1375,3333,0,20,5980,335,0,1515,165,339,0,269,0.0,203.642009,0.0,0.0,1304.327676,12828.750426,0.0,55.1,2859.770003,1285.21,662.290322580645,16493.3635714788,1382.24629467515,16120.017531541,0.0,379.652528,0,12426,0,0,36912,21527,0,6399,295122,3378,0,8275515,425325,1111389,0,41680,632.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7998.67,9724.96,6190.7,6190.7,6190.7,0.0,0.0
2025-01-23,3344600.0,0,0,0,0,0,0,0,0,1,4,9,4,4,4,0,0,0,173,0,0,1418,2878,0,13,5735,263,0,1698,99,267,0,294,0.0,172.12696,0.0,0.0,1246.726576,11793.760418,0.0,56.92,2948.670001,1303.75,662.290322580645,16168.9634638004,939.413773752502,16029.1908058802,0.0,489.23420608,0,11471,0,0,40604,17297,0,6475,292173,4287,0,8628339,222237,1169187,0,42883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.75,2205.5,6307.99,3681.24,3681.24,3681.24,0.0,0.0
2025-01-24,3344600.0,1,0,0,0,0,0,0,0,0,1,8,4,4,4,0,7,0,181,0,0,1296,3036,0,13,5829,278,0,1737,195,348,0,224,0.0,144.841002,0.0,0.0,1061.939019,10297.814934,0.0,51.73,2853.909999,1300.15,662.290322580645,16715.2454311452,1444.47295827176,15994.0970429313,0.0,300.07998378,0,8865,0,0,36569,20674,0,6552,319406,3477,0,7291071,337308,947580,0,37869,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.0,5687.25,3695.5,3695.5,3695.5,0.0,3646.75
2025-01-25,3344600.0,0,0,0,0,0,0,0,0,0,1,5,2,2,2,0,1,0,303,0,0,1249,3223,0,22,6116,389,0,1584,162,351,0,219,0.0,249.881918,0.0,0.0,1050.782006,11012.053676,0.0,35.21,2952.71,1277.09,662.290322580645,18848.385956635,1459.09190452207,15894.4788681369,0.0,165.6471475,0,18876,0,0,36503,21002,0,4236,275163,3561,0,6512949,357669,826701,0,27635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.69,2679.0,726.5,726.5,726.5,0.0,764.5
2025-01-26,3344600.0,0,0,0,0,0,0,0,0,1,5,2,4,4,4,0,1,0,228,0,0,1390,3190,0,9,5937,336,0,1632,225,357,0,109,0.0,211.95,0.0,0.0,1231.893495,11775.783518,0.0,31.74,2376.550001,1022.45,662.290322580645,18699.9978939116,1446.02569796365,15752.2221594838,0.0,2.11,0,13743,0,0,37164,18972,0,3747,237700,2607,0,7154118,458235,1090812,0,23997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3143.0,2056.25,846.69,3581.25,3581.25,3581.25,0.0,269.5
2025-01-27,3344600.0,1,0,0,0,0,0,0,0,0,3,5,1,1,1,0,5,0,119,0,0,1328,2860,0,22,11207,340,0,1773,177,309,0,147,0.0,195.165144,0.0,0.0,1242.397059,11028.769152,0.0,49.78,6346.249998,1297.28,662.290322580645,18922.829004559,1476.03321863981,15681.9033716274,0.0,131.15444158,0,7499,0,0,39153,19537,0,5194,701871,3874,0,8332884,500241,1096347,0,32375,682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.5,2772.5,600.0,600.0,600.0,0.0,6055.5
2025-01-28,3344600.0,1,0,0,0,0,0,0,0,2,1,9,3,3,3,0,6,0,79,0,0,1258,2790,0,12,16557,314,0,1452,186,315,0,227,0.0,175.463495,0.0,0.0,1202.066596,11490.721218,0.0,58.16,10667.57,1324.17,662.290322580645,18667.9819870805,1380.31401521033,15434.6472856454,0.0,306.41506294,0,6782,0,0,34297,18211,0,6146,1048003,3342,0,8631144,364782,1009626,0,36639,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1177.0,2394.0,6463.69,1703.19,1703.19,1703.19,0.0,2422.42
2025-01-29,3344600.0,1,0,0,0,0,0,0,0,0,0,4,5,5,5,0,3,0,121,0,0,1326,2621,0,20,9789,323,0,993,186,237,0,380,0.0,180.414518,0.0,0.0,1190.40614,10387.175194,0.0,57.63,7321.19,1279.76,662.290322580645,27234.8557351981,1502.48213292607,15297.5933814467,0.0,487.26607079,0,7135,0,0,25370,16904,0,6423,695309,4059,0,9577770,452391,937677,0,49859,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2815.0,6057.5,6057.5,6057.5,0.0,2192.0
2025-01-30,3344600.0,1,0,0,0,0,0,0,0,1,1,6,1,1,1,0,3,0,122,0,0,1284,2720,0,24,9908,240,0,1683,318,255,0,337,0.0,180.00918,0.0,0.0,1177.928845,9204.965435,0.0,56.69,5952.789999,1258.55,662.290322580645,27402.8367760206,4155.10803730401,14975.2607460996,0.0,394.56024016,0,8450,0,0,27825,17218,0,6886,464044,2755,0,11241903,946773,922068,0,45248,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,308.0,2698.0,330.01,330.01,330.01,0.0,2675.0
2025-01-31,3344600.0,2,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,0,37,0,0,1452,3041,0,14,12267,120,0,2070,1323,156,0,191,0.0,151.335444,0.0,0.0,1187.717956,9429.079391,0.0,53.829999999998,6295.459998,298.44,662.290322580645,27883.0213678898,19472.084984004,14102.8300951143,0.0,182.5969864,0,4808,0,0,26299,17398,0,5979,508836,783,0,11290164,4463712,819186,0,32808,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,1254.5,1430.0,1430.0,1430.0,0.0,0.0
2025-02-01,2973300.0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,5,0,30,0,0,1683,3304,0,15,15153,83,0,3651,726,366,0,389,0.0,229.31317,0.0,0.0,1621.509543,8538.04412000001,0.0,46.38,7507.560002,88.33,722.857142857143,39308.5069575871,8332.66940463372,20335.4959600592,0.0,421.500048,0,7084,0,0,42219,18978,0,8951,644934,724,0,14097537,1894182,1306602,0,41147,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,1585.5,1266.0,0.0,0.0,0.0,0.0,3769.76
2025-02-02,2973300.0,1,0,0,0,0,0,0,0,0,0,3,4,4,4,0,2,0,23,0,0,1985,2966,0,15,14618,61,0,1989,744,357,0,315,0.0,202.777273,0.0,0.0,2486.467904,8960.321679,0.0,40.6400000000001,6935.270003,104.61,722.857142857143,18828.3320153378,8340.3733399258,20253.7297022348,0.0,350.517254,0,6018,0,0,90197,17331,0,6533,571798,542,0,8177859,1919778,1301796,0,41893,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.19,2494.0,2494.0,2494.0,0.0,1160.0
2025-02-03,2973300.0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,41,0,0,1680,2979,0,11,13482,169,0,1932,768,327,0,366,0.0,222.296348,0.0,0.0,2366.357664,12982.631188,0.0,63.55,6780.399997,208.63,722.857142857143,18902.5336831783,8341.07739220834,20240.5109322288,0.0,496.89475628,0,7604,0,0,101460,19512,0,8799,575681,1969,0,8966784,2059485,1232742,0,50314,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682.0,0.0,0.0,0.0,0.0,2264.0
2025-02-04,2973300.0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,3,0,41,0,0,1700,2961,0,9,13394,317,0,1377,303,300,0,453,0.0,226.815092,0.0,0.0,2588.786973,14095.575689,0.0,72.0500000000001,6574.599998,722.28,722.857142857143,18765.1261171337,4527.14445251843,20194.5354061461,0.0,547.6410268,0,7839,0,0,104717,17516,0,8803,538160,3409,0,8673687,1149672,1358889,0,50419,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2148.69,824.0,824.0,824.0,0.0,2294.0
2025-02-05,2973300.0,2,0,0,0,0,0,0,0,0,2,7,4,4,4,0,3,0,50,0,0,1729,3003,0,25,13337,290,0,1218,708,333,0,376,0.0,235.007108,0.0,0.0,2624.638645,15586.740638,0.0,75.1999999999998,6698.39,732.92,722.857142857143,18929.3135640022,8468.08251275044,20231.0355760988,0.0,485.5727296,0,9749,0,0,34478,17694,0,9331,515936,3272,0,8206899,2450541,1496562,0,45091,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,4647.0,1938.01,1938.01,1938.01,0.0,3945.88
2025-02-06,2973300.0,0,0,0,0,0,0,0,0,1,2,16,8,8,8,0,8,0,52,0,0,2384,1683,0,31,13402,364,0,1224,825,267,0,413,0.0,224.557591,0.0,0.0,2755.783851,5776.621189,0.0,73.3199999999999,6613.049999,718.29,722.857142857143,18937.2917619011,8440.63875750484,20122.0715023388,0.0,564.51399088,0,9395,0,0,65300,11652,0,10444,467706,4115,0,7795692,2196633,1593942,0,46180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,790.0,8761.03,5104.0,5104.0,5104.0,0.0,5910.5
2025-02-07,2973300.0,0,0,0,0,0,0,0,0,0,2,14,7,7,7,0,8,0,40,0,0,2597,1704,0,15,13395,288,0,1170,786,279,0,385,0.0,229.361853,0.0,0.0,2244.424271,3897.101368,0.0,67.9699999999999,6847.959999,703.36,722.857142857143,19696.4529564054,8498.96485520114,20035.207393459,0.0,555.32260424,0,8595,0,0,42977,13859,0,8856,458315,2705,0,7791384,1920102,1348677,0,45431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.01,11151.21,3723.69,3723.69,3723.69,0.0,5938.0
2025-02-08,2973300.0,0,0,0,0,0,0,0,0,1,1,5,3,3,3,0,3,0,67,0,0,3205,1923,0,10,14328,309,0,1800,639,291,0,327,0.0,213.300972,0.0,0.0,2703.555086,4334.724271,0.0,46.67,7331.9,724.15,722.857142857143,19983.3573977697,8483.66568924274,20085.374708194,0.0,452.630456,0,9294,0,0,53713,16770,0,5927,490604,2232,0,6258987,1530681,1140669,0,39386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,1085.0,1715.51,3055.5,3055.5,3055.5,0.0,3268.0
2025-02-09,2973300.0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,6,0,47,0,0,1996,1847,0,11,13183,174,0,1644,753,462,0,277,0.0,222.151765,0.0,0.0,2215.489077,5045.115233,0.0,41.92,5984.1,468.4,722.857142857143,18590.7216714517,8455.16405330492,19947.6739625309,0.0,432.449256,0,10053,0,0,36963,17929,0,6843,387665,1258,0,6115863,1920426,1319121,0,37001,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.0,460.0,1376.73,0.0,0.0,0.0,0.0,5305.0
2025-02-10,2973300.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,34,0,0,1242,3161,0,14,13766,201,0,1275,612,285,0,298,0.0,237.654813,0.0,0.0,1319.202871,16290.137905,0.0,62.1300000000001,6828.04,275.27,722.857142857143,18664.2076555854,9024.13615790068,19996.8980874674,0.0,464.37745825,0,10342,0,0,38043,27371,0,10278,441814,1193,0,5533287,1737771,1056858,0,42370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6880.0,0.0,0.0,0.0,0.0,5806.69
2025-02-11,2973300.0,0,0,0,0,0,0,0,0,1,2,10,3,3,3,0,7,0,52,0,0,1498,3277,0,8,12614,937,0,1518,762,300,0,289,0.0,223.694658,0.0,0.0,3211.956154,16653.29159,0.0,72.3899999999999,5914.380001,847.4,722.857142857143,17613.4715863388,8946.8396121064,19312.4925139213,0.0,473.92465396,0,11209,0,0,51521,24816,0,10287,425282,6377,0,6996933,2275596,1332849,0,41388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,1560.0,4485.51,6140.19,6140.19,6140.19,0.0,6836.5
2025-02-12,2973300.0,1,0,0,0,0,0,0,0,1,2,2,3,3,3,0,7,0,55,0,0,1686,3456,0,14,11824,935,0,1764,726,318,0,354,0.0,221.352543,0.0,0.0,3211.359206,17092.114207,0.0,73.7,5267.689999,700.08,722.857142857143,18234.5625698991,8616.10123960183,19901.6696005051,0.0,605.8445753,0,12670,0,0,35119,26171,0,9199,412539,5045,0,6030582,1918872,1244889,0,46478,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,780.0,917.0,2759.19,2759.19,2759.19,0.0,6633.75
